id,sentence,set
s3970,De vrouw is met geweld om het leven gebracht en werd naakt gevonden.,100
s3971,"Omdat ze wist dat ze zonder haar leidinggevende niet verder kwam en ze hem nodig had op een bepaald gebied, worstelde Liesbeth met de vraag wat ze moest doen.",100
s3972,Dat kan zomaar de weg openen voor allerlei avonturiers met radicale oplossingen.,100
s3973,"Voor een grote gemeente als Den Bosch was dit haalbaar, maar voor kleinere gemeenten is zo'n vondst een stuk lastiger.",100
s3974,Volgens Nijenhuis is het niet de bedoeling om middenstanders te kwetsen.,100
s3975,Mensen zeggen vooral: wat fijn dat we nu eindelijk eens echt te weten komen hoe het zit.,100
s3976,We geven nog veel te veel geld uit aan mensen die uiteindelijk geen status krijgen.,100
s3977,Zeker is dat hij meer op de herinneringen van mensen uit Koks omgeving zal moeten varen.,100
s3978,In 2016 zegt Zijlstra op een partijcongres van de VVD dat hij bij een ontmoeting in 2006 Vladimir Poetin hoorde spreken over 'Groot-Rusland'.,100
s3979,Wat ik niet wil meemaken is dat er een gezin wordt verteld dat de vader niet meer thuiskomt.,100
s3980,"Noodzaak om te veranderen Is het tijd dat de Nederlandse Serious Request verandert, zoals de Belgische organisatie openlijk aangeeft?",100
s3981,En dus zou het niet onlogisch geweest zijn de rol van de koning juist wél onder de loep te nemen.,100
s3982,In Thailand is volgens de Bangkok Post een Nederlandse man opgepakt voor het doodsteken van een 57-jarige vrouw en haar zoon.,100
s3983,Jake... Forgive my tech ignorance but I just hit reply and let loose!,100
s3984,"Daarnaast gelden de regels voor iedereen, ook voor bijvoorbeeld publieke figuren.",100
s3985,Ook na zijn aantreden in Amsterdam in 2016 zou Gatti zich ongepast hebben gedragen.,100
s3986,"We willen niet zulke hoge bedragen betalen en vervolgens weer geconfronteerd worden met nieuwe rechtszaken van andere partijen"", zegt bestuurder Erik Lagendijk.",100
s3987,"De Venezolaanse president Maduro heeft voor zeker 35 miljoen dollar aan steekpenningen ontvangen van een Braziliaans bouwconcern, zegt een voormalige topman van het bedrijf.",100
s3988,"May verweet de EU een starre houding, terwijl de voorzitter van de Europese Raad Tusk May juist onbuigzaam noemde.",100
s3989,Hij is een echte held.,100
s3990,In een debat kan het namelijk er nog wel eens hard aan toe gaan.,100
s3991,De Duitser brak in 1985 door toen hij als 17-jarige jongen Wimbledon won.,100
s3992,"De kennis en de erkenning van wat een hersenschudding is en wat je dan moet doen, die ontbraken.",100
s3993,Oh precious deal!,100
s3994,"Na een juridische procedure van zes jaar, geeft de Raad van State de gemeente nu gelijk.",100
s3995,"Het is niet echt een aangenaam gevoel om te weten dat zulke types hier op het vakantiepark zitten"", zegt een vrouw.",100
s3996,De politieke onrust en de handelsoorlog met China beloven weinig goeds.,100
s3997,De paar duizend deelnemers zeggen dat ze via Guatemala en Mexico naar de VS willen reizen om aan het geweld en de armoede in eigen land te ontsnappen.,100
s3998,Alle wedstrijden zijn sowieso live te volgen op tv; mensen kunnen kijken in restaurants of op pleinen.,100
s3999,Thijs was ongelooflijk goed en een van de besten.,100
s4000,"Zo zit Bennie, die in voorarrest zit, alleen 's nachts opgesloten.",100
s4001,Veel Eritreeërs zijn naar Nederland gevlucht vanwege de mensenrechtensituatie in dat land.,101
s4002,Daarom worden ze steeds talrijker.,101
s4003,"Van Hans Spekman kan veel gezegd worden, maar niet dat hij een grijze muis is.",101
s4004,"Voor vandaag geeft de Franse meteorologische dienst code oranje af in verband met het verwachte zware onweer in veertien departementen in de regio Auvergne-Rhône-Alpes, een streek die ook veel Nederlandse toeristen trekt.",101
s4005,Mensen deden positieve en leuke dingen om dat zo te houden.,101
s4006,"Asbestvezels en roken, dat is een hele gevaarlijke combinatie.",101
s4007,"Het zwempersoneel reageert verschillend, maar over een ding zijn ze het eens: de alertheid van het zwempersoneel is toegenomen.",101
s4008,These women need international support for their cruel imprisonment.,101
s4009,Er wordt vaak ook geweld gepleegd als burgers offline zijn.,101
s4010,"Huilend naar huis ""Een eng monsterachtig ding met een hele harde stem en een enge bulderende lach"", beschrijft Wasser.",101
s4011,"Dijkhoff: ""Als het alternatief wordt dat ik óf het kabinet óf de burger moet laten vallen: de burger zal ik nooit laten vallen.",101
s4012,"Ik maak video's, en als je dat doet, wil je ook dat er naar gekeken wordt.",101
s4013,"Dat kost 70 miljoen euro, en de vraag is of je er donoren mee wint.",101
s4014,Dit blijkt ook uit reacties van ondernemers met wie de NOS sprak naar aanleiding van een artikel uit de Leeuwarder Courant.,101
s4015,Wij hobbelen een beetje achter de veganistische voorlopers aan als Nederland.,101
s4016,Toch denkt Sinnige dat mensen zullen kiezen voor de nieuwe methode.,101
s4017,"Dat vinden wij zelf ook, want dat is in het belang van de Groningers.",101
s4018,"Haya zei in eerste instantie dat Latifa in goede handen was, maar volgens bronnen van de BBC heeft zij ""verontrustende feiten"" ontdekt over Latifa's vluchtpoging.",101
s4019,De helft van dit land zou letterlijk niet bestaan als we het niet zelf gemaakt hadden.,101
s4020,"Als minister is ze zelf eindverantwoordelijke, dus ze vinden het net zo goed haar eigen schuld.",101
s4021,Forum voor Democratie zou afstand moeten nemen van de uitspraken van Ramautarsing.,101
s4022,"Zij vonden de halve kilo zware, vuistdikke, zwarte steen pas de volgende dag.",101
s4023,Trump noemde de militaire samenwerking van de NAVO verouderd.,101
s4024,En werd het ineens een fijne dag.,101
s4025,Al is dat op basis van de misschien wat zuinige aanname dat er vier euro per persoon per dag aan voeding wordt besteed.,101
s4026,"De branche-organisatie van verpleeghuizen, Actiz, berekende gisteren dat uitvoering van het hele manifest 1,5 tot 2 miljard euro zou kosten.",101
s4027,Soms bespreken we het wel.,101
s4028,De afstand van deze instelling tot de samenleving is gewoon veel te groot.,101
s4029,"De bombardementen zijn gemeld door het Observatorium voor de Mensenrechten in Londen, dat zich baseert op getuigen in Syrië, en door Baladi News, een kanaal van de oppositie.",101
s4030,"Europa prima, maar het is toch niet normaal dat een Roemeen of een Pool het zelfde werk doet voor de helft van het geld?",101
s4031,"Het kabinet komt naar verwachting komende maand met een plan hoe om te gaan met de economische betrekkingen met China en spionage, de zogeheten ""China Strategie"".",101
s4032,"Ik heb er nog steeds nachtmerries van, bang dat ik weer terug moet.",101
s4033,"Safi, een Syrische vluchteling, leidt het theaterpubliek rond door het kamp.",101
s4034,Er waren ongeveer 300 mensen en er was geen hoofddoek te zien.,101
s4035,We zijn bezig het ingesloten verkeer weg te leiden.,101
s4036,"De overheid moet transparant zijn over algoritmes, maar is dat nu niet of nauwelijks.",101
s4037,"Bijvoorbeeld huisartsen die zich daar niet bekwaam voor voelen of vinden dat het een oproep is voor onbeschermde seks"", zei hiv-verpleegkundige Loek Elsenburg daar eerder dit jaar over tegen Nieuwsuur.",101
s4038,"Dat lijkt overigens minder lastig dan de afgelopen maanden, nu ook hardliner Boris Johnson, de minister van Buitenlandse Zaken, heeft laten dat ""wij Britten altijd keurig de rekening betalen"".",101
s4039,GroenLinks hoopt dat het hele bindend studieadvies wordt afgeschaft.,101
s4040,Gelauff vindt het daarom onbegrijpelijk dat het Openbaar Ministerie de afgeluisterde gesprekken in het strafdossier heeft opgenomen.,101
s4041,Voor een minister die haast heeft om de CO2 uitstoot terug te dringen een klein voordeel bij een nadeel.,102
s4042,De lokale organisatie spreekt volgens het Vaticaan zelfs van een miljoen deelnemers.,102
s4043,"De voetballer, die destijds uitkwam voor AC Milan, zou zich in januari 2013 in Milaan met vijf andere mannen in een nachtclub hebben vergrepen aan een Albanese vrouw van 22.",102
s4044,Er komen nu veel vluchtelingen binnen.,102
s4045,Het voelt alsof we opzij zijn gezet.,102
s4046,"Zo zou hij nog even alleen met de studente verder kunnen spreken, met ""de deur op slot, de gordijntjes dicht en het licht uit.",102
s4047,Leuk dat hij heeft gewonnen.,102
s4048,870 kilometer file stond er op het hoogtepunt deze morgen om 8.20 uur.,102
s4049,"De belofte van meer beveiligers is leuk, maar Jos Nijhuis heeft eens beloofd dat iedere reiziger binnen 10 minuten door de securitycheck zou gaan en die belofte heeft hij niet waargemaakt.",102
s4050,"De autoriteiten, bedrijven en overheden willen niet reageren.",102
s4051,"Vierduizend vrouwen zaten op de tribune, strikt gescheiden van de mannen in een ander vak.",102
s4052,Trollen Grncarovs verhaal bezorgde hem langzaamaan meer faam.,102
s4053,Bindend referendum van de baan Het bindend referendum komt er definitief niet.,102
s4054,"De griepgolf leidde mogelijk tot bijna 10.000 doden, zo'n 16.000 ziekenhuisopnames van (ernstige) griepcomplicaties en 340.000 bezoeken aan huisartsen vanwege griepachtige klachten.",102
s4055,"Daardoor kunnen ze misschien dingen over het hoofd zien of niet melden, die wel belangrijk kunnen zijn.",102
s4056,We hebben overlegd en ze spoorde me zelfs aan om het te doen.,102
s4057,Niet in paniek raken en in stapjes leren de piep in je oor te accepteren.,102
s4058,Ze zal hard moeten werken om zichtbaar te zijn.,102
s4059,Nederlandse denksportorganisaties zoals bridgeverenigingen en schaakclubs moeten voortaan btw gaan betalen.,102
s4060,Zij beseffen dit zelf ook en vrezen dat ze na de overwinning op IS niet meer meetellen.,102
s4061,Dat we nog steeds vechten voor onze vrijheid en democratie.,102
s4062,Het is reden om hier goed onderzoek naar te doen en gesprekken te voeren met de teams op de werkvloer hoe ze dit ervaren.,102
s4063,Dat willen we niet.,102
s4064,Je moet je werk doen en je mond houden.,102
s4065,Ook waarschuwt hij dat dergelijk regelgeving kan doorslaan.,102
s4066,In Japan heeft premier Abe onlangs via tussentijdse verkiezingen zijn machtspositie fors verstevigd.,102
s4067,Ik ben zeer vereerd met de voordracht voor het burgemeesterschap van Leeuwarden.,102
s4068,Snel was duidelijk om wie het ging.,102
s4069,"Als je op voorsprong ligt, moet je niet lui worden, weet de staatssecretaris die als de wonderboy van de VVD wordt omschreven.",102
s4070,Een onrechtvaardig proces is geen zeldzaamheid meer in Tadzjikistan.,102
s4071,Zo liet hij een tuin aanleggen en onderhouden bij de woning van zijn echtgenote in Echt.,102
s4072,Pas nu denk ik: een Buk-raket.,102
s4073,"Dat is tegelijk de keerzijde, want volgens politici en onderwijsdeskundigen werkt dit de ongelijkheid in de hand.",102
s4074,Ik hou mijn hart vast.,102
s4075,Het gaat te ver.,102
s4076,Volgens het kabinet gaat 82 procent van de Nederlanders er in 2018 op vooruit.,102
s4077,"Het maakt niet uit of je op mannen, vrouwen of iets daartussen valt; dat mag in Nederland.",102
s4078,Het moet duidelijk zijn dat we dierenwelzijn ernstig nemen.,102
s4079,Maar dat is allemaal niet aan de orde geweest.,102
s4080,De Polen hebben het akkoord van Parijs ondertekend om de opwarming van de aarde tegen te gaan.,102
s4081,De christelijke Asia Bibi werkte op het land toen zij - volgens moslimvrouwen - de profeet Mohammed beledigd zou hebben.,103
s4082,"Dat is ook goed, maar als een rechercheur een formulier moet invullen voor een KNMI-weerbericht op de dag van een moord en de officier dat vervolgens schriftelijk moet vorderen, kun je je afvragen of we goed bezig zijn met z'n allen.",103
s4083,Twee maanden is echt veel tekort om de optie uit te onderhandelen.,103
s4084,Een concert van Jennifer Lopez in Madison Square Garden moest na vier nummers worden afgebroken.,103
s4085,Je moet dus zelf bijhouden of er dingen veranderen.,103
s4086,Toen had ik ineens een supermooie telefoon in mijn handen.,103
s4087,De terreurgroepering heeft nog altijd grote delen van Zuid- en Centraal-Somalië in handen.,103
s4088,Je kunt aan spanningen ook kwaliteit en plezier ontlenen.,103
s4089,Dat gold ook voor Otto Frank.,103
s4090,"Niet exclusief de brexit, maar die zal wel een grote rol spelen.",103
s4091,"Slachtoffers die hun verhaal willen doen, voelen zich onder druk gezet om te zwijgen.",103
s4092,Daar herstel ik niet sneller van.,103
s4093,Mijn moeder was ontzettend verdrietig omdat ze net haar man kwijt was en dan komt dit er ook nog bij.,103
s4094,"We weten niet waarom die systemen bepaalde beslissingen nemen, dat moet wat mij betreft opener worden.",103
s4095,Dus ik vind het heel schokkend dat de Republikeinse Partij vindt dat het prima zonder kan. Hier moeten we tegenin gaan.,103
s4096,"In een reactie laat Bernhard van Oranje aan de krant weten dat hij het beheer van zijn vastgoed heeft uitbesteed, met de opdracht volgens de regels te handelen.",103
s4097,"Je moet er wat moed voor bijeenschrapen, maar uiteindelijk ben ook jij verantwoordelijk voor jouw gezondheid.",103
s4098,"Dat is vanavond, vannacht en morgen géén pretje.",103
s4099,Michelle Obama is de meest bewonderde vrouw van de Verenigde Staten.,103
s4100,Het kabinet streeft naar een verdubbeling van het aantal bezoekende scholieren naar 180.000 in 2023.,103
s4101,Na een vuurgevecht met de politie gaf hij zich over.,103
s4102,"Misschien omdat het op andere vlakken beter gaat, zoals in de relatie met de ouders en de sfeer op school.",103
s4103,Bovendien ziet nu iedereen in dat er echt iets moet gebeuren.,103
s4104,Het laat zien dat er brede maatschappelijke steun is om dit gedrag van de tabaksindustrie aan de kaak te stellen.,103
s4105,"De 18-jarige Loes is in de nacht van vrijdag op zaterdag voor het laatst gezien, toen ze rond 04.00 uur vertrok na een feestje.",103
s4106,We moeten niet de illusie hebben dat het beleid zoiets kan voorkomen.,103
s4107,"Onvoorspelbare buur Hoewel Nederland de uitgaven dus verhoogt naar ongeveer 1,17 procent, blijven we achter bij een aantal andere NAVO-landen.",103
s4108,"We vinden het niet leuk om mensen te confronteren, maar wij zien iedere keer de vreselijke gevolgen.",103
s4109,Ik laat je niet in de steek.,103
s4110,"Het pessimisme staat in schril contrast met het optimisme van een jaar geleden, ook al kan er in een jaar heel veel gebeuren, ook ten goede.",103
s4111,"In 2019 mogen de medisch-specialistische zorgkosten bovenop inflatiecorrectie nog met 0,8 procent stijgen.",103
s4112,We willen niet de komende dertig jaar van onze levens verpesten door vast te houden aan extreme ideeën.,103
s4113,Ze was een heel authentieke vrouw die mensen een spiegel voorhield.,103
s4114,"De senaat sprak afgelopen dinsdag over haar voorstel voor een nieuwe wet op de orgaandonatie, maar had nog veel vragen over het nieuwe systeem waarin iemand automatisch orgaandonor wordt, tenzij hij bezwaar maakt.",103
s4115,Maar het is ook goed om weer op aarde te landen.,103
s4116,Het opgewonden standje zou meer iets zijn voor Spanje.,103
s4117,Een stad met een miljoen inwoners platgooien gaat de VS te ver.,103
s4118,Ik vind het onvoorstelbaar.,103
s4119,In de week voor haar dood in juli 2016 zou hij geregeld bij zijn schoonmoeder zijn geweest.,103
s4120,En ze benadrukken dat de andere kant zijn eigen zware wapens op hetzelfde moment moet terugtrekken.,103
s4121,Bij kinderen ouder dan tien jaar doet minder dan een derde van de ouders dat nog.,104
s4122,Het is zo moeilijk om je in te beelden hoe het is tijdens zo'n aanval.,104
s4123,"Je moet beter, sneller, slimmer zijn.",104
s4124,"Ze was naar eigen zeggen ""geschokt, ontzet en woedend"" door het gebrek aan krachtig optreden tegen antisemitisme door Corbyn, die volgens haar niet geschikt is om het land te leiden.",104
s4125,"Vermoedelijk had hij ze verkeerd ingesteld, waardoor er niet één, maar twee explosies plaatsvonden.",104
s4126,"De terroristische aanslagen van gisteren op Sri Lanka, waarbij zeker 290 mensen om het leven zijn gekomen, zijn gepleegd door de onbekende radicale moslimgroepering National Thowheeth Jama'ath (NTJ).",104
s4127,"Recode tekent tegelijkertijd aan dat gebruikers, doordat ze de 'snaps' buiten het platform zien, het mogelijk niet meer nodig vinden om een account aan te maken.",104
s4128,Voor de zomervakantie moet er duidelijkheid zijn in Venlo.,104
s4129,Paus en Trump Sinds de presidentsverkiezingen in Amerika hebben Facebook en Google veel kritiek gekregen op de manier waarop zij omgaan met nepnieuws.,104
s4130,"Ontsnappen De opgepakte man, de 46-jarige Mohammed S., wist volgens de VRT meerdere keren te ontsnappen uit gevangenissen.",104
s4131,Erfenis Voor Duitsland is ook het geopolitieke argument van groot belang.,104
s4132,"En je zou het niet meteen verwachten, maar de CES begint ook steeds meer te lijken op een autobeurs.",104
s4133,"Tevreden koeien, modderige biggen, de hooiberg, de sloot achter op het erf: alles heeft zijn eigen geur.",104
s4134,"Hier moet prioriteit van worden gemaakt, anders blijf je achter de feiten aanlopen.",104
s4135,''Mensen moeten er wel van op aankunnen dat hun woning veilig is.,104
s4136,"Onze verzekering haalt zijn handen ervan af"", schreef iemand op Facebook vanochtend.",104
s4137,Daardoor ontstonden er honderden ongelukken.,104
s4138,"Duitsland zat in een diepe crisis, niet alleen economisch maar ook moreel"", legt historicus Geerten Waling van Universiteit Leiden uit.",104
s4139,"Directeur Olaf Prinsen: ""Het moet zeker effectiever.",104
s4140,"Ik wil hier graag blijven, het is een fijn land.",104
s4141,Het gaat niet goed met de winkels van de ANWB.,104
s4142,"Het is een bijzonder aansprekend silhouet wat echt wel duizenden keren is herhaald, naderhand.",104
s4143,Frank Magnitz is een complexe man die ook een leven had vóór de AfD.,104
s4144,"47 jaar nadat de Dolle Mina's aan de kaak hadden gesteld dat vrouwen ook willen plassen, is er een rechter die beweert dat vrouwen in zo'n urinoir kunnen plassen"", zeiden ze tegen NH Nieuws.",104
s4145,In combinatie met de extreem hoge temperaturen is dat erg zorgelijk.,104
s4146,Toch is het wel een leuk moment om mee te maken.,104
s4147,Het kan bijna niet anders dan dat Amerika ook achter de spin zit.,104
s4148,"Omdat het gevoelig is, zou er een wetenschappelijk comité moeten komen waar Belgen en Duitsers in zitten om de zaken zo objectief mogelijk te presenteren aan de regeringen.",104
s4149,Ik hoop dat dit andere landen inspireert.,104
s4150,Begin dit jaar kwam ze nog in het nieuws doordat ze een aantal kunstwerken liet veilen die Nederlandse musea graag hadden willen aankopen.,104
s4151,De adviseur kreeg wel de opdracht om zijn idee verder uit te werken.,104
s4152,Wij zijn er trots op en we zijn ervan overtuigd dat het gaat werken.,104
s4153,Mensen die in die periode in het complex zijn geweest werd in Opsporing Verzocht gevraagd om zich te melden.,104
s4154,Haast is geboden omdat de nationale pot voor rampen van de VS opraakt.,104
s4155,"Zij het dat er de vorige keer geen doden vielen"", zegt een woordvoerder van het OM Zeeland-West-Brabant.",104
s4156,"Ik wil niet zeggen dat de PVV ideaal is, dat bestaat natuurlijk niet.",104
s4157,De Rijksuniversiteit Groningen ziet af van het plan om een zusterfiliaal in het Chinese Yantai te openen.,104
s4158,"Het onderzoek was vooringenomen, er waren te veel mailboxen bekeken en bovendien had dat wettelijk gemeld moeten worden bij de betrokkenen.",104
s4159,"Om dat af te dwingen zou hij een zogeheten ""aanwijzing op bestuur"" voorbereiden.",104
s4160,De methode Deze Peilingwijzer is speciaal gericht op de Provinciale Statenverkiezingen en de gevolgen daarvan voor de Eerste Kamer.,104
s4161,"Vraagstukken als terrorisme, integratie en sociale zekerheid zijn belangrijker dan de eigen problemen in de partij"", zegt hij.",105
s4162,"In de zomertijd wordt dat twee uur en dat is eigenlijk de tijd die hoort bij Oost-Europa, twee tijdzones verder.",105
s4163,"In 2016 was dat zo'n 16 procent van de vakantiegangers, twee jaar daarvoor 10 procent.",105
s4164,De provincie en de gemeente schuiven vanwege financiële problemen de kosten daarvoor door naar Defensie.,105
s4165,"Wie in aanraking komt met de brandharen van de rups, kan heftige jeuk en huiduitslag krijgen.",105
s4166,Maar dat wil niet zeggen dat het namaken ook goed gebeurt.,105
s4167,Maar dat geeft niet.,105
s4168,Daarin hielden we elkaar continu op te hoogte van wat we wisten.,105
s4169,"Een prachtige metafoor ook, maar hij vernauwt de discussie.",105
s4170,Ik vind dit uitdagen.,105
s4171,We doen met veel extra kunst- en vliegwerk wat we moeten doen.,105
s4172,Er is puur gekeken naar het strakke schema om politieke vluchtelingen geaccepteerd te krijgen.,105
s4173,Biseksuelen waren vorig jaar nog wel steeds vaker slachtoffer van geweld dan hetero's.,105
s4174,"Dat er nu weer afstel komt, lijkt hoogst onwaarschijnlijk.",105
s4175,En juist vanaf de geboorte moeten we die klanken horen.,105
s4176,"De investeringsmaatschappij heeft belangen in onder meer brillenketen GrandVision, onlinewinkel Coolblue, de FD Mediagroep en baggeraar Boskalis.",105
s4177,"Die had een kracht van 1,9.",105
s4178,Dat moet anoniem blijven.,105
s4179,Het hoger beroep gaat op 17 mei verder.,105
s4180,"Ze leven niet van abonnementen, maar van de losse verkoop.",105
s4181,"Maar op deze manier heb ik geen keus, ook al ben ik een hardwerkende ondernemer.",105
s4182,Ik ben flexibel maar dat wil niet zeggen dat ik er geen last van heb.,105
s4183,"Hij vindt dat de drempel ook best wat omlaag kan. ""Coldcaseteams houden zich bijna alleen maar bezig met moord en doodslag, terwijl je bijvoorbeeld ook een hoop gewelddadige overvallen zou kunnen oplossen door nieuwe technieken los te laten op oude sporen.",105
s4184,Onder meer in Houten klagen mensen over de beestjes.,105
s4185,Bijvoorbeeld op een feestje of als ze elkaar onderweg tegen komen.,105
s4186,De advocaat van Asia Bibi wil dat de Nederlandse regering de vrouw en haar gezin opvangt.,105
s4187,Die concludeert nu dat bij ketels met een nieuwe brander geen sprake is van een verhoogd risico op koolmonoxidevergiftiging of brand.,105
s4188,Even leek het erop dat er afspraken gemaakt konden worden over het Noord-Koreaanse kernprogramma.,105
s4189,Je mag geld verdienen met geld maar we hebben de heel sterke neiging om risico's te relativeren en weg te denken.,105
s4190,Op papier kan ze haar geheim het beste uitleggen.,105
s4191,"Daarin staat onder meer dat de kwaliteit van het onderwijs slecht is, dat leerlingen en personeel zich onveilig voelen en dat het bestuurlijk een bende is.",105
s4192,"Amerikanen begrijpen steeds meer dat ze zich er beter op moeten voorbereiden, maar met die enorme kustlijn en geringe investeringen in infrastructuur gaat dat maar mondjesmaat.",105
s4193,"10 keer JD Sports De eerste, voor zover bekende, plundering van een JD Sports-winkel door een groep mannen gekleed in het zwart was in Londen op 31 oktober.",105
s4194,Gelukkig Nu is Omar gelukkig.,105
s4195,In het filmpje is te horen dat er bevelen geschreeuwd worden naar de boot om hem te laten stoppen.,105
s4196,Ik zie dit daarom ook niet als een fundamentele blokkade van het vredesproces.,105
s4197,Dat we een deel van het proces vanachter een camera volgden was soms prettig en soms moeilijk.,105
s4198,"Voor veel kinderen is het zonder school en sport zoeken naar een invulling van de dag, toch is daar gelukkig altijd nog... de telefoon.",105
s4199,"Het is een simpele boodschap, dat is de kracht.",105
s4200,Er wordt dus een hele simpele oplossing geboden.,105
s4201,"Als wij willen dat deze deal in stand blijft, moeten wij ook onze eigen afspraken nakomen.",106
s4202,Maar dit doe je alleen omdat je het belangrijk vindt voor Israël.,106
s4203,Mensen met een houtkachel moeten beter voorgelicht worden over de beste manier van stoken.,106
s4204,Ook wordt gekeken of er minderjarigen aan het werk zijn.,106
s4205,Het kabinet stelt een onderzoek in naar de achtergronden van de zaak-Anne Faber.,106
s4206,Daar is geen dwang bij geweest.,106
s4207,Wat niet wegneemt dat ik me schaam voor wat er in mijn privéleven is gebeurd.,106
s4208,De burgemeester heeft alleen maar de plicht om de conferentie zo goed mogelijk te laten verlopen.,106
s4209,"Kazerne voor douane en marechaussee Jean Debie van de Vakbond voor Burger en Militair defensiepersoneel (VBM) hoopt dat de kans op verhuizing kleiner is geworden, maar ziet wel kansen voor een nieuwe kazerne in Zeeland.",106
s4210,"Dat gebeurde bij metrostation Châtelet-Les Halles, vlak bij het stadhuis.",106
s4211,Maar we kunnen niet zeggen dat we serieus iets aan het klimaatprobleem zonder te kijken naar de vee-industrie.,106
s4212,We moeten deze moordenreeks stoppen.,106
s4213,Zo makkelijk is het niet.,106
s4214,Ik kan het niet laten Ria zelf blijft tamelijk onaangedaan onder alle aandacht voor haar opvallende hobby.,106
s4215,Bij de actie in Kapelle zijn veertien mannen aangehouden.,106
s4216,"Zijn vader kijkt bedrukt toe: ""Erg jammer dat Jørgensen er zo snel af moest.",106
s4217,"Wat deze studie ook bijzonder en sterk maakt, is dat bij dezelfde vrouwen meerdere metingen zijn gedaan.",106
s4218,Rels B. heeft de slachtoffers via Twitter kracht toegewenst.,106
s4219,"Ze wantrouwen de hulpverleners, vooral als die door het leger begeleid worden.",106
s4220,Maar die vriend sloeg hem in elkaar.,106
s4221,"Volgens persbureau Tasnim is er onder meer een ballistische raket gepresenteerd, die 2000 kilometer ver kan komen.",106
s4222,"Maar dat ding gaat er niet komen, neemt u dat van mij aan.",106
s4223,Hij merkt dat kinderen en jongeren vastlopen in het systeem omdat de verwijzing over te veel schijven gaat en dat er nog te veel 'hokjes' zijn die naar elkaar verwijzen.,106
s4224,Elektrisch speel ik sinds mijn 65ste.,106
s4225,En dat was lang een taboe.,106
s4226,Dik oog Een agent in Rotterdam liep afgelopen nacht een dik oog op bij een arrestatie.,106
s4227,"Je probeert dit soort dingen wel te voorkomen, maar als een database gecorrumpeerd raakt, gaan dingen nu eenmaal niet zoals ze moeten gaan.",106
s4228,Voor zaterdag en zondag zijn in het hele land zo'n 140 'jubileumprotesten' aangekondigd.,106
s4229,"In het tentenkamp in Vucjak wordt geen geld gestoken, omdat het niet voldoet aan de eisen van humanitaire opvang.",106
s4230,"Kijk naar Europa, dat dreigt uit elkaar te vallen.",106
s4231,Sinds mei dit jaar zijn de migratiecijfers enorm gedaald.,106
s4232,"De automobilisten die door de aannemer klem kwamen te zitten, namen hem dat niet in dank af.",106
s4233,"Hoewel de de lange files deze maand opvallend zijn, zegt de VID dat het fileprobleem nog niet zo groot is als vorig jaar.",106
s4234,Een groot deel van de Planpincieux-gletsjer aan de Italiaanse kant van de Mont Blanc dreigt in te storten.,106
s4235,"Het moeten geschikte politici zijn, ongeacht of ze man of vrouw zijn.",106
s4236,De wereld bij die mensen thuis was er een van beleving en een fundamentele behoefte om geen gedoe te hebben.,106
s4237,"Maar soms heb je wel een piek, dan moeten mensen iets langer wachten.",106
s4238,"In Polen gebeurt dat, op kleinere schaal, zeker sinds 2011.",106
s4239,Alleen dan is vissen echt duurzaam.,106
s4240,Met 20 tot 24 graden en een frisse noordelijke wind is het minder warm.,106
s4241,Ik neem niet aan dat je zomaar ergens voor betaalt.,107
s4242,"Ze zien daar een ""extreme verschuiving"" van zondag naar zaterdag.",107
s4243,"Ik vraag niet om het onmogelijke, maar om het goede.",107
s4244,"Tot voor kort had ik nog best plezier in mijn leven, maar die vent heeft het danig verknald.",107
s4245,Het meeste verloren de liberalen in Edam-Volendam en in Renswoude.,107
s4246,"Abonneer je dan op de Trump Weekly, de wekelijkse nieuwsbrief van onze correspondent Arjen van der Horst.",107
s4247,PostNL heeft ondanks de krimpende postmarkt de wettelijke verplichting om vijf dagen per week post rond te brengen en brievenbussen te legen.,107
s4248,Je geeft het niet aan zoiets onbestemds als Europa.,107
s4249,84 nationaliteiten Mede door het opzetten van het team doet dit jaar een recordaantal nationaliteiten mee aan de Vierdaagse.,107
s4250,"In Peshawar, ook in het noorden, kwamen dinsdag 22 mensen om het leven bij een aanslag, onder wie ook een kandidaat.",107
s4251,"Tijdens de avondspits viel een hijskraan plotseling om, bovenop de naastgelegen weg.",107
s4252,Landen kijken wat ze kunnen doen zonder al te vergaande consequenties.,107
s4253,"Moslims vormen een minderheid in India, ze maken 14 procent uit van de bevolking van 1,3 miljard mensen.",107
s4254,Ivo is een soort popster geworden.,107
s4255,"Ook raadt het instituut mensen aan om te letten op kwetsbare mensen, zoals ouderen, baby's, zieken en mensen in een sociaal isolement.",107
s4256,"Veel is nog onduidelijk over de gevolgen van de orkaan Harvey in steden als Port Arthur en Beaumont, die oostelijk van Houston aan de kust liggen.",107
s4257,"'Met mij gaat het goed, maar weet je wie dit is?",107
s4258,Laten we eens moeilijk doen over een simpele vraag: zit er een recessie aan te komen of niet?,107
s4259,"Daaruit blijkt bijvoorbeeld dat een doorsnee huishouden (gezin met twee kinderen, een koopwoning en een auto) minimaal 5000 euro op de spaarrekening nodig heeft als buffer voor onvoorziene uitgaven zoals een kapotte wasmachine.",107
s4260,Jawed S. heeft laten zien dat onze levens er voor hem niet toe doen.,107
s4261,Dat is nu niet gebeurd omdat we ons te veel lieten leiden door emoties.,107
s4262,Maar we geloven wel in een eerlijke aandacht voor de cd en de lp.,107
